,Age,Potential,Value,Wage,Acceleration,Aggression,Agility,Balance,Ball_control,Composure,Crossing,Curve,Dribbling,Finishing,Sprint_speed,Stamina,Strength,Vision,Preferred_Positions
14966,19,73.0,€400K,2000.0,85,31,62,69,54,53,40,44,55,58,89,66,57,54,ST 
14973,25,63.0,€260K,1000.0,82,18,83,85,55,52,55,61,66,58,80,58,53,36,ST 
14974,28,60.0,€210K,1000.0,56,42,85,74,58,52,65,44,57,70,66,81,62,63,ST 
14977,20,73.0,€400K,3000.0,59,40,55,62,58,64,43,47,59,65,59,40,60,52,ST 
15000,24,65.0,€280K,1000.0,70,58,67,52,61,51,33,41,58,58,71,65,76,46,ST 
15005,22,70.0,€325K,2000.0,66,67,57,46,65,54,29,36,57,60,62,68,73,52,ST 
15008,24,65.0,€280K,1000.0,66,30,62,63,62,53,44,49,56,57,67,61,71,53,ST 
15009,21,72.0,€375K,1000.0,62,36,65,61,62,54,42,48,57,62,62,53,65,50,LW ST 
15014,19,73.0,€400K,2000.0,68,36,64,67,59,50,34,57,62,62,65,50,55,54,ST 
15016,23,68.0,€300K,6000.0,71,32,62,61,49,50,35,36,62,62,80,53,70,45,RM LM ST 
15026,18,67.0,€270K,2000.0,74,32,73,74,59,60,29,59,56,62,75,54,52,45,ST 
15031,19,70.0,€325K,1000.0,72,77,63,45,65,52,25,29,63,57,85,54,76,51,ST 
15035,21,68.0,€300K,1000.0,84,55,76,66,61,55,39,32,61,57,79,51,59,49,RM ST 
15036,24,65.0,€280K,2000.0,83,51,88,63,56,60,28,43,56,58,78,70,76,44,ST 
15040,19,74.0,€450K,2000.0,61,38,57,37,60,53,41,44,59,62,43,47,68,47,ST 
15059,18,73.0,€325K,1000.0,63,36,50,75,58,48,36,56,71,62,57,65,50,59,ST 
15065,18,72.0,€280K,5000.0,50,59,59,59,60,54,33,38,54,58,63,63,71,49,ST 
15067,18,70.0,€250K,1000.0,79,61,75,66,59,48,29,31,54,65,82,70,71,40,ST 
15068,23,64.0,€210K,2000.0,73,44,57,72,53,58,56,54,46,62,75,66,60,31,LW ST 
15072,17,74.0,€300K,1000.0,68,29,75,72,61,50,34,45,62,63,74,49,47,51,ST 
15073,21,70.0,€270K,4000.0,69,43,72,76,56,44,31,52,57,60,73,51,56,47,ST 
15077,21,67.0,€230K,7000.0,44,55,47,47,52,50,37,42,59,62,45,54,71,58,ST 
15079,21,68.0,€240K,2000.0,70,37,58,69,58,47,32,37,57,62,74,69,65,47,ST 
15089,17,74.0,€300K,3000.0,68,29,66,75,54,48,38,41,48,65,67,57,34,45,ST 
15091,24,66.0,€220K,2000.0,63,49,72,61,65,52,57,57,69,52,77,74,61,69,ST 
15095,23,66.0,€220K,2000.0,84,70,80,80,57,49,31,30,64,61,85,71,57,51,ST 
15101,30,59.0,€150K,1000.0,67,40,69,65,61,55,30,46,62,60,63,52,65,67,ST CF 
15105,22,67.0,€230K,1000.0,79,37,63,68,51,51,34,33,58,59,76,64,63,44,ST 
15106,19,76.0,€325K,5000.0,68,28,61,61,51,54,37,49,51,63,68,68,62,53,ST 
15109,19,73.0,€325K,1000.0,84,27,72,67,54,52,31,35,54,60,80,63,49,48,ST 
15110,34,59.0,€80K,1000.0,41,58,78,89,63,57,62,46,69,64,42,71,37,64,LM ST 
15115,20,69.0,€260K,1000.0,73,29,56,65,53,57,44,49,58,63,77,59,68,42,CF ST 
15118,26,60.0,€190K,1000.0,57,55,40,33,55,37,30,53,46,58,62,50,90,50,ST 
15123,22,65.0,€220K,1000.0,81,43,81,78,59,42,56,57,59,58,83,66,56,54,CAM RM ST 
15130,26,62.0,€200K,2000.0,84,44,69,71,59,67,59,48,58,49,97,68,65,58,RM ST 
15133,23,68.0,€240K,2000.0,67,34,58,63,58,55,42,38,55,64,67,68,63,47,RW ST 
15134,24,66.0,€220K,2000.0,75,45,62,50,46,41,26,34,44,60,76,65,80,43,ST 
15140,19,74.0,€325K,1000.0,79,43,73,71,63,43,52,50,67,61,84,54,46,40,RW ST 
15143,21,68.0,€240K,4000.0,52,32,66,60,57,48,34,42,55,60,51,54,64,50,ST 
15158,33,59.0,€100K,1000.0,57,67,65,68,55,63,57,52,54,56,52,33,64,58,ST 
15161,25,62.0,€200K,1000.0,82,48,82,75,57,42,56,54,58,56,79,69,68,51,LB RM ST 
15165,19,73.0,€325K,3000.0,67,33,90,84,56,54,41,44,57,66,64,54,37,55,ST CAM 
15167,21,73.0,€350K,3000.0,72,32,71,65,56,50,34,37,63,59,74,54,60,57,RW CF ST 
15174,24,65.0,€220K,1000.0,43,61,34,36,46,48,30,37,39,58,62,50,86,39,ST 
15178,21,67.0,€230K,2000.0,56,40,54,64,60,51,41,42,52,60,65,59,63,54,ST 
15179,20,69.0,€260K,1000.0,61,33,59,57,55,53,33,46,59,61,53,54,79,51,LW ST 
15182,22,65.0,€220K,1000.0,80,46,71,70,60,50,50,40,60,58,76,60,70,49,LW ST 
15186,20,67.0,€230K,2000.0,72,46,61,65,58,48,52,54,57,57,75,61,72,52,ST 
15189,17,81.0,€350K,2000.0,72,38,61,68,57,55,39,45,55,60,74,57,57,52,ST 
15192,22,66.0,€220K,1000.0,60,36,62,58,56,55,44,46,61,58,70,66,75,50,ST 
15196,23,67.0,€230K,3000.0,89,29,76,59,51,62,40,37,56,56,88,63,63,47,RW ST 
15200,22,66.0,€220K,1000.0,60,36,69,52,53,54,36,45,56,64,46,48,75,43,ST 
15201,18,72.0,€280K,4000.0,48,32,48,44,56,55,35,52,56,64,40,40,60,46,ST 
15209,22,66.0,€220K,1000.0,66,32,71,53,55,50,57,47,57,60,72,52,73,53,ST RM 
15212,18,74.0,€325K,1000.0,79,61,51,52,58,48,37,38,53,59,72,46,59,49,ST 
15226,20,70.0,€270K,2000.0,77,33,84,79,58,46,35,49,66,65,67,59,35,53,ST 
15230,30,59.0,€150K,1000.0,61,56,62,80,55,58,35,60,50,58,53,59,69,49,ST 
15235,23,65.0,€220K,6000.0,80,28,72,76,66,57,51,55,62,54,81,42,50,49,RB RW ST 
15236,21,71.0,€250K,1000.0,67,48,32,33,31,56,32,28,28,34,62,62,91,33,ST CB 
15245,22,66.0,€220K,2000.0,66,29,56,70,57,54,37,52,72,63,64,56,47,53,RM ST 
15249,23,64.0,€210K,1000.0,92,56,75,66,55,48,53,46,59,55,92,73,74,53,RM ST 
15251,20,67.0,€230K,3000.0,46,30,58,69,55,49,41,45,53,64,53,53,60,48,ST 
15252,24,63.0,€210K,1000.0,66,34,60,68,48,52,48,43,45,60,71,52,90,47,ST 
15257,25,62.0,€0,0.0,86,32,77,80,59,52,47,58,58,60,82,66,59,50,RM ST 
15259,23,64.0,€210K,1000.0,71,51,63,67,58,48,51,46,63,54,75,70,57,52,ST LM 
15261,19,69.0,€250K,1000.0,66,28,73,65,58,52,33,36,63,62,68,52,57,45,ST 
15264,24,65.0,€220K,1000.0,66,63,66,69,55,52,41,43,56,59,61,60,76,49,ST 
15268,19,75.0,€325K,3000.0,54,32,65,64,63,54,36,47,58,64,50,51,53,48,ST 
15272,19,71.0,€270K,1000.0,78,43,68,73,56,49,43,45,61,59,77,65,56,48,ST 
15279,34,59.0,€80K,1000.0,45,55,64,54,60,54,54,47,60,57,49,49,60,60,LW ST 
15291,23,66.0,€220K,1000.0,69,60,65,69,54,51,33,44,51,54,79,73,66,49,ST 
15292,35,59.0,€70K,1000.0,71,58,77,88,60,56,51,50,60,64,61,34,33,52,RM CAM ST 
15294,29,59.0,€160K,2000.0,75,53,65,74,53,45,33,32,58,59,78,63,61,49,ST 
15301,21,68.0,€240K,4000.0,51,28,55,68,57,46,32,39,50,72,33,51,59,53,ST 
15305,20,69.0,€260K,1000.0,67,55,68,67,56,51,41,37,55,64,72,67,67,44,ST 
15310,32,59.0,€120K,1000.0,55,53,51,33,54,57,41,48,51,57,50,31,87,50,ST 
15317,20,74.0,€350K,5000.0,69,70,74,65,60,54,34,35,60,57,67,60,61,52,ST 
15325,20,70.0,€270K,4000.0,58,29,60,67,57,54,41,48,50,67,55,53,52,51,ST 
15327,37,59.0,€60K,1000.0,33,71,54,75,63,65,50,44,60,60,28,27,39,57,CF ST 
15329,23,64.0,€210K,1000.0,68,34,55,50,59,53,46,38,57,60,65,54,85,53,ST 
15332,18,75.0,€325K,3000.0,68,49,68,66,58,51,37,45,57,60,67,55,68,42,ST 
15336,23,65.0,€220K,1000.0,67,32,80,72,67,44,56,31,68,63,65,57,58,46,RM ST 
15346,23,65.0,€210K,1000.0,69,38,57,70,54,58,62,47,67,61,64,42,57,50,ST LW 
15347,27,59.0,€170K,2000.0,80,52,78,67,60,59,50,44,67,57,79,54,75,55,ST 
15350,19,66.0,€220K,2000.0,67,52,65,64,57,52,30,37,55,64,65,54,57,46,ST 
15359,24,62.0,€200K,2000.0,53,56,46,41,56,57,29,29,57,62,53,62,86,55,ST 
15360,23,65.0,€220K,3000.0,92,43,65,79,56,51,43,43,55,57,83,50,72,47,ST 
15373,18,75.0,€325K,3000.0,71,27,73,74,61,49,29,36,61,58,73,65,57,45,ST 
15383,22,67.0,€230K,1000.0,49,63,54,49,62,53,29,39,57,59,54,52,76,41,ST 
15385,22,69.0,€250K,2000.0,86,33,62,72,54,54,55,43,60,62,86,66,59,49,RM ST 
15388,24,64.0,€210K,1000.0,54,45,55,53,56,46,39,48,51,61,63,53,79,42,CF ST 
15389,17,76.0,€300K,4000.0,66,29,62,80,57,46,52,43,60,64,64,52,49,43,LM ST 
15396,22,68.0,€240K,1000.0,70,35,52,83,62,51,60,53,64,51,69,49,52,49,ST RM 
15401,32,59.0,€120K,3000.0,55,43,38,48,56,45,33,39,61,62,54,41,50,24,CM ST 
15405,20,74.0,€350K,6000.0,49,52,53,56,53,50,28,32,56,64,50,58,62,53,ST 
15409,18,80.0,€350K,8000.0,77,40,69,70,54,53,33,34,59,60,75,46,55,52,ST 
15410,20,66.0,€220K,1000.0,68,49,68,72,59,56,49,52,58,61,70,67,56,55,CAM ST 
15421,20,71.0,€280K,6000.0,72,57,60,54,55,49,55,51,56,59,78,61,68,38,ST 
15427,21,69.0,€260K,5000.0,74,47,64,76,59,42,49,32,60,62,72,54,47,47,RM ST 
15429,27,59.0,€170K,3000.0,78,38,81,74,56,52,50,66,55,57,76,71,58,50,RM ST 
15431,22,67.0,€230K,1000.0,68,44,60,65,55,54,56,47,55,59,70,59,58,51,ST 
15432,24,62.0,€200K,2000.0,69,45,66,64,61,67,50,42,62,62,68,64,72,45,ST LM 
15436,20,69.0,€260K,1000.0,68,74,61,62,60,49,25,35,54,55,67,61,77,44,ST 
15444,23,68.0,€240K,2000.0,68,53,56,59,52,50,45,45,51,60,73,84,76,42,ST 
15454,25,63.0,€200K,2000.0,57,63,60,57,54,46,45,42,52,52,64,61,79,37,ST 
15456,19,72.0,€290K,4000.0,77,25,61,63,61,50,30,50,58,60,81,55,69,42,ST 
15473,23,67.0,€230K,3000.0,67,32,70,69,56,54,32,47,48,58,67,61,60,53,ST 
15477,22,64.0,€210K,2000.0,65,26,57,64,60,41,33,45,55,60,63,61,58,44,RW RM ST 
15493,21,71.0,€280K,1000.0,74,59,73,63,59,50,32,51,57,58,69,72,69,62,CAM ST 
15498,23,65.0,€220K,1000.0,68,65,73,63,60,53,27,36,47,63,71,67,77,64,ST 
15499,17,76.0,€300K,5000.0,53,29,59,69,53,54,40,39,58,61,63,52,56,48,ST 
15505,22,65.0,€220K,1000.0,64,31,64,70,55,56,48,48,58,59,70,61,60,55,ST 
15513,24,63.0,€210K,1000.0,66,30,52,63,61,49,58,37,61,62,64,55,56,43,ST 
15529,19,71.0,€270K,4000.0,65,29,59,62,57,49,31,42,56,59,70,58,86,48,ST 
15540,19,67.0,€220K,1000.0,84,46,80,79,64,52,52,64,68,58,75,45,45,44,ST LM 
15556,23,67.0,€200K,1000.0,74,46,66,71,57,58,40,49,56,58,68,58,50,49,LW RW ST 
15560,21,70.0,€230K,2000.0,79,47,70,67,57,47,46,46,59,53,78,58,61,41,ST 
15565,20,70.0,€230K,4000.0,76,31,69,70,59,44,41,56,64,60,79,56,48,51,LW ST 
15570,18,72.0,€260K,3000.0,62,38,67,76,62,56,54,53,64,61,63,50,45,54,ST LW 
15575,18,71.0,€230K,1000.0,71,43,59,76,57,44,36,44,59,59,71,56,56,43,ST 
15577,18,72.0,€260K,8000.0,70,31,62,68,60,51,35,46,58,62,71,62,50,49,ST 
15587,19,73.0,€280K,1000.0,68,42,61,66,57,58,51,42,52,58,70,56,62,51,ST 
15591,20,71.0,€250K,8000.0,67,40,56,64,56,49,36,50,53,60,65,56,61,55,ST 
15593,19,73.0,€280K,2000.0,65,33,66,70,52,43,33,41,58,61,65,53,66,44,ST 
15596,22,67.0,€200K,1000.0,68,31,53,63,57,44,25,32,57,63,69,58,54,47,ST 
15602,32,58.0,€100K,2000.0,55,54,58,59,55,61,52,46,56,52,65,70,74,60,ST 
15608,19,74.0,€280K,2000.0,68,54,76,83,54,50,58,56,66,61,68,50,34,58,ST 
15612,18,76.0,€260K,1000.0,89,58,71,63,55,45,48,31,60,60,87,54,57,39,ST 
15624,22,64.0,€180K,1000.0,60,42,56,68,54,50,44,45,57,61,69,50,57,51,ST 
15639,17,72.0,€250K,3000.0,59,32,54,70,57,53,40,40,57,65,60,55,52,46,ST 
15642,20,66.0,€190K,2000.0,66,30,69,67,52,45,36,47,48,61,72,71,56,51,ST 
15644,23,64.0,€180K,1000.0,68,33,67,68,55,46,43,37,52,62,67,55,62,41,RW ST 
15653,20,68.0,€210K,1000.0,80,29,76,77,57,56,50,57,57,56,76,73,61,56,LM LW ST 
15679,20,68.0,€210K,2000.0,72,47,63,62,54,48,29,41,50,62,62,54,65,46,CB ST 
15704,27,58.0,€140K,1000.0,64,34,76,76,56,44,38,44,53,63,63,61,55,47,ST 
15706,24,62.0,€170K,1000.0,52,67,46,39,49,52,27,30,46,61,60,70,79,46,ST 
15710,29,58.0,€130K,1000.0,54,38,48,62,48,49,45,46,60,68,56,58,32,46,ST 
15713,19,73.0,€280K,1000.0,70,31,58,61,54,52,30,40,60,60,70,58,52,49,ST 
15714,21,65.0,€180K,1000.0,46,62,33,32,56,53,24,27,41,60,53,53,90,44,ST 
15715,21,72.0,€280K,2000.0,73,44,67,63,55,53,43,49,50,61,63,57,61,43,ST 
15717,28,58.0,€130K,2000.0,70,62,67,69,47,52,38,41,50,64,71,54,59,60,LM ST 
15720,20,66.0,€190K,2000.0,62,31,51,73,54,47,37,44,57,64,62,53,40,50,ST 
15721,20,68.0,€210K,1000.0,62,62,70,69,58,64,35,52,55,59,66,78,71,55,ST 
15722,19,74.0,€280K,2000.0,59,29,58,82,58,48,31,42,57,60,66,64,56,63,ST 
15730,23,65.0,€180K,1000.0,66,35,54,53,55,48,35,35,55,66,66,56,63,46,ST 
15732,31,58.0,€110K,1000.0,58,34,52,72,54,53,30,38,57,64,58,52,36,40,ST 
15737,18,74.0,€260K,2000.0,69,32,72,74,58,48,31,48,66,63,76,56,48,47,ST 
15738,23,66.0,€0,0.0,80,27,71,70,48,52,50,55,49,62,77,53,56,47,RM ST 
15761,30,58.0,€120K,1000.0,62,61,61,51,55,50,52,46,57,58,65,54,63,57,LW ST 
15762,20,70.0,€230K,7000.0,73,30,58,73,59,57,33,41,51,63,69,57,52,47,ST 
15763,28,58.0,€130K,1000.0,60,30,61,61,47,59,51,36,50,58,63,68,70,42,RM ST 
15764,18,72.0,€260K,2000.0,86,38,73,81,64,53,45,41,66,54,90,53,56,48,CAM LW RW ST 
15765,24,63.0,€170K,1000.0,61,43,79,67,55,48,55,58,59,57,71,66,58,52,RB ST RM LM 
15777,19,74.0,€280K,1000.0,77,26,57,55,50,57,23,42,52,61,81,59,63,46,ST 
15778,19,71.0,€240K,3000.0,51,42,65,52,55,54,39,44,58,61,51,58,63,52,ST 
15782,21,68.0,€210K,4000.0,79,55,71,68,61,45,37,40,58,59,75,70,47,46,ST 
15785,17,74.0,€250K,1000.0,65,28,62,64,64,45,44,42,54,60,74,61,60,42,ST 
15792,19,72.0,€270K,1000.0,87,42,90,83,56,51,50,40,55,43,89,64,53,46,LW ST RW 
15802,21,68.0,€210K,1000.0,70,70,62,60,54,56,33,40,54,63,68,48,63,51,ST 
15818,22,65.0,€180K,1000.0,40,62,32,34,58,45,42,43,52,57,42,46,79,50,ST 
15836,19,69.0,€210K,1000.0,81,44,66,63,60,49,44,48,58,62,78,55,52,55,LM ST 
15837,16,82.0,€280K,1000.0,75,36,70,86,55,59,46,43,52,60,77,58,41,51,ST 
15840,25,61.0,€160K,2000.0,65,37,64,61,54,58,49,43,52,60,68,55,68,50,RW CAM CF ST 
15845,25,61.0,€160K,3000.0,62,67,57,66,54,54,38,42,49,57,74,71,84,51,ST 
15860,18,72.0,€260K,1000.0,59,29,51,72,56,47,35,43,55,67,54,58,39,50,ST 
15863,22,68.0,€200K,3000.0,67,69,58,59,58,55,57,43,59,63,71,60,61,62,RW ST CM 
15884,21,64.0,€180K,1000.0,86,32,61,63,49,52,37,33,54,58,82,57,61,39,LW CAM RM ST 
15887,18,80.0,€290K,4000.0,78,29,71,77,57,48,29,45,58,60,83,61,60,42,ST 
15905,19,71.0,€240K,3000.0,69,38,68,67,58,46,41,45,61,64,68,52,65,53,ST 
15907,18,71.0,€230K,3000.0,68,41,68,74,64,50,61,55,66,58,64,53,41,49,RM ST 
15911,19,71.0,€240K,1000.0,72,27,75,71,57,52,55,53,60,55,73,52,53,54,ST CAM 
15918,28,58.0,€130K,2000.0,72,42,72,65,55,51,42,46,52,62,74,56,56,46,ST 
15924,21,72.0,€280K,3000.0,79,45,79,77,55,52,35,42,61,54,79,53,60,46,RW LW ST 
15937,24,64.0,€180K,1000.0,67,26,72,66,60,58,62,49,62,56,72,46,58,42,ST 
15953,26,58.0,€140K,4000.0,68,56,63,51,60,45,46,40,60,55,60,67,78,38,CAM LM ST 
15967,26,59.0,€150K,3000.0,63,52,63,70,59,60,51,42,63,58,59,56,63,55,ST 
15968,16,78.0,€250K,1000.0,63,67,68,59,57,48,42,67,58,59,73,51,66,49,ST 
15970,23,66.0,€190K,2000.0,78,53,65,65,56,49,45,28,53,60,80,66,68,53,LM ST 
15972,21,72.0,€280K,7000.0,67,30,59,55,51,52,34,44,56,59,64,61,66,44,ST 
15976,21,67.0,€200K,1000.0,64,29,57,58,66,54,60,48,68,68,69,48,68,47,ST LM 
15977,18,73.0,€260K,5000.0,65,58,69,59,60,50,35,47,54,58,69,66,68,49,ST 
15983,20,71.0,€220K,3000.0,75,54,72,71,58,59,55,54,58,57,73,72,64,58,ST RM RB 
15991,22,66.0,€190K,2000.0,76,36,62,58,58,55,48,55,63,58,75,73,62,46,ST 
15993,32,58.0,€100K,1000.0,72,55,80,83,63,64,52,61,60,55,68,76,62,61,ST 
15995,33,58.0,€80K,1000.0,76,48,69,53,57,63,43,41,59,58,65,67,58,55,ST 
15997,29,58.0,€120K,1000.0,70,54,61,63,61,55,50,53,51,51,69,62,59,53,RM CM ST CAM 
15998,23,64.0,€180K,4000.0,65,65,74,78,60,53,31,47,51,61,67,65,69,43,ST 
16000,21,66.0,€190K,1000.0,75,50,53,50,57,53,27,31,52,54,67,65,72,51,ST 
16001,20,68.0,€210K,1000.0,56,30,50,64,51,54,25,30,55,62,51,58,50,48,ST 
16003,29,58.0,€130K,2000.0,60,35,58,70,54,55,45,50,56,59,56,61,62,49,ST 
16008,20,72.0,€230K,3000.0,57,43,70,58,56,55,32,37,53,61,60,66,60,49,ST 
16014,23,63.0,€140K,1000.0,65,35,68,67,55,48,31,48,62,60,64,62,56,54,ST 
16023,21,67.0,€170K,2000.0,75,52,62,64,55,50,40,48,57,54,80,69,66,53,ST 
16034,20,67.0,€170K,1000.0,57,53,51,43,53,53,26,30,50,56,59,60,78,54,ST 
16038,20,68.0,€180K,1000.0,69,53,41,33,58,57,41,43,48,53,71,61,90,45,ST 
16055,18,77.0,€210K,2000.0,65,51,65,68,61,57,48,48,60,55,64,57,68,52,CM ST CAM 
16057,18,72.0,€220K,1000.0,73,41,56,68,52,46,33,30,60,64,71,55,57,48,ST 
16060,20,71.0,€230K,1000.0,75,49,73,69,60,54,40,46,64,51,74,54,60,50,ST 
16065,18,73.0,€220K,1000.0,74,32,60,78,60,47,49,43,63,56,70,50,43,49,ST 
16069,22,67.0,€170K,1000.0,73,44,49,68,52,48,34,33,48,54,68,65,72,41,ST 
16072,17,77.0,€210K,1000.0,59,35,60,62,54,55,35,45,55,61,62,58,54,53,ST 
16074,19,69.0,€180K,1000.0,65,33,64,63,52,40,30,38,48,63,67,50,57,38,ST 
16080,24,60.0,€130K,1000.0,72,32,66,78,57,49,54,44,59,51,67,63,60,53,ST LW CAM 
16082,24,64.0,€150K,1000.0,79,47,74,56,44,55,32,33,51,66,77,59,37,51,ST 
16085,20,67.0,€170K,4000.0,53,45,52,48,58,45,26,34,56,57,55,62,70,42,ST 
16087,23,65.0,€150K,2000.0,69,47,76,71,56,45,27,25,58,57,66,65,61,41,ST 
16094,23,63.0,€140K,3000.0,83,31,71,73,58,58,54,42,62,57,77,50,32,46,RM ST 
16101,32,57.0,€80K,1000.0,43,82,40,46,51,49,19,25,45,49,75,74,87,54,CB ST 
16105,25,60.0,€130K,1000.0,42,27,49,48,51,49,25,33,45,59,52,54,84,51,ST 
16111,22,66.0,€160K,1000.0,73,32,63,68,55,43,48,32,58,57,77,71,69,45,ST RM 
16113,19,70.0,€200K,4000.0,78,33,70,61,57,49,31,33,58,54,78,62,65,43,ST 
16124,17,72.0,€210K,2000.0,66,41,62,73,63,53,46,47,60,51,65,48,45,51,ST CAM 
16125,19,74.0,€220K,1000.0,73,63,81,77,54,47,44,43,51,59,76,65,76,36,ST 
16126,32,57.0,€80K,1000.0,42,59,47,34,54,60,36,42,54,57,56,49,71,52,CF ST 
16129,24,59.0,€130K,1000.0,82,22,84,84,63,58,61,63,66,59,78,62,42,55,ST 
16130,23,62.0,€140K,1000.0,58,72,54,51,50,47,33,31,43,60,70,56,80,40,ST 
16139,18,74.0,€220K,3000.0,68,54,57,66,54,49,42,41,53,54,67,69,65,57,ST 
16141,20,67.0,€170K,2000.0,77,38,70,68,55,43,51,42,57,58,75,58,56,49,ST 
16144,19,73.0,€220K,2000.0,66,35,58,64,49,46,31,49,47,57,66,63,66,46,ST 
16145,17,76.0,€210K,1000.0,62,34,67,49,55,56,31,37,57,59,65,52,73,49,ST 
16153,19,70.0,€200K,1000.0,68,46,68,67,55,52,38,42,51,56,63,60,68,41,ST 
16159,27,58.0,€120K,1000.0,49,60,47,47,57,52,30,33,53,56,65,55,79,47,CAM ST 
16162,28,57.0,€110K,4000.0,80,31,84,74,53,45,49,56,49,58,76,52,60,41,ST 
16177,19,72.0,€220K,1000.0,63,54,61,54,60,52,39,44,54,58,46,60,58,39,ST 
16178,17,72.0,€210K,5000.0,74,31,61,72,54,54,43,50,51,59,72,43,50,34,ST 
16184,21,71.0,€230K,1000.0,71,30,60,61,49,42,30,42,62,64,65,49,57,53,RW LW ST 
16186,23,61.0,€140K,2000.0,59,38,57,66,54,42,33,41,44,60,64,48,73,40,ST 
16187,23,62.0,€140K,1000.0,62,52,50,55,55,51,35,32,53,59,60,60,74,48,ST 
16197,27,58.0,€120K,1000.0,55,27,54,52,49,45,31,41,58,62,50,58,71,51,ST 
16199,19,74.0,€220K,1000.0,83,36,69,61,54,49,38,39,52,54,85,63,59,54,CF ST 
16205,18,78.0,€240K,1000.0,73,33,57,63,52,49,32,33,46,58,72,54,62,48,ST 
16208,18,77.0,€220K,3000.0,74,31,63,72,58,45,31,48,60,58,77,61,60,49,RM LM ST 
16212,25,60.0,€130K,1000.0,78,43,74,71,63,53,36,60,66,55,79,60,59,55,LW CF ST 
16216,18,72.0,€220K,1000.0,79,49,79,64,54,56,51,44,53,57,70,60,53,41,ST 
16227,18,75.0,€220K,1000.0,69,33,74,70,54,42,32,38,51,60,70,55,56,36,ST 
16236,18,69.0,€150K,1000.0,74,37,72,67,50,43,49,39,63,38,72,76,52,38,ST LM LB 
16242,19,68.0,€170K,1000.0,79,43,77,75,52,52,47,35,54,57,78,32,73,41,ST 
16244,22,63.0,€140K,1000.0,34,74,33,34,55,45,34,46,45,55,42,53,83,41,ST 
16255,18,73.0,€220K,1000.0,61,32,56,69,53,54,32,42,57,57,61,52,57,49,ST 
16257,23,63.0,€140K,1000.0,72,27,56,67,54,43,28,32,52,49,71,58,71,47,ST 
16259,24,62.0,€140K,2000.0,61,35,62,72,61,55,42,45,58,58,62,61,57,57,ST 
16263,19,75.0,€200K,3000.0,76,50,64,66,52,47,60,43,57,53,76,62,57,51,ST LB 
16265,21,65.0,€160K,1000.0,81,34,73,78,50,44,33,49,44,59,71,77,53,48,ST 
16275,19,64.0,€140K,1000.0,59,45,60,67,58,56,50,43,59,45,69,60,56,57,ST CAM 
16277,19,74.0,€220K,1000.0,63,45,58,70,60,55,38,53,59,56,62,52,55,54,ST 
16281,23,62.0,€140K,1000.0,58,67,59,74,44,40,32,41,65,57,60,62,56,54,CF ST 
16285,19,71.0,€220K,4000.0,77,48,69,68,60,45,44,37,58,54,77,75,71,38,LW RW ST 
16286,20,68.0,€180K,6000.0,76,31,69,62,59,50,45,44,58,54,77,54,66,47,ST 
16289,28,57.0,€110K,2000.0,44,67,62,49,56,44,24,32,57,58,44,61,80,48,ST 
16291,20,67.0,€170K,1000.0,86,34,82,83,50,43,32,36,56,59,73,83,51,49,ST 
16294,18,74.0,€220K,1000.0,75,31,84,81,60,61,31,60,57,58,75,59,43,45,ST 
16302,20,67.0,€170K,2000.0,66,28,63,74,63,47,33,43,65,57,59,50,48,55,ST 
16303,25,62.0,€140K,1000.0,41,47,45,47,57,53,33,45,52,59,59,57,72,55,ST 
16307,21,68.0,€180K,3000.0,77,34,73,81,56,46,50,51,63,51,77,51,40,49,ST CAM RM 
16319,18,68.0,€170K,1000.0,65,32,58,72,54,50,29,35,54,64,71,59,48,49,ST 
16322,19,70.0,€200K,1000.0,79,32,56,54,49,47,31,35,50,58,84,55,72,47,RM ST 
16326,19,74.0,€220K,1000.0,74,33,59,68,49,41,32,41,56,63,78,58,51,45,ST 
16344,19,71.0,€220K,1000.0,67,67,65,77,56,44,30,37,43,56,68,67,80,41,ST 
16350,21,66.0,€160K,2000.0,74,31,70,70,56,57,40,52,67,57,76,62,57,52,ST 
16351,26,58.0,€120K,2000.0,84,45,70,74,52,60,53,47,56,51,82,74,74,47,ST 
16354,20,64.0,€150K,2000.0,59,40,65,66,56,52,26,35,43,58,63,64,68,48,ST 
16355,17,69.0,€170K,2000.0,52,32,51,65,52,52,38,46,54,62,52,36,43,49,ST 
16357,19,70.0,€200K,1000.0,73,31,66,68,55,51,30,36,55,59,72,60,56,46,ST 
16364,19,73.0,€220K,3000.0,56,32,59,63,49,52,39,41,51,62,56,55,59,51,ST 
16365,18,65.0,€140K,3000.0,77,26,76,71,57,41,26,32,56,60,79,57,54,40,ST 
16370,25,60.0,€130K,3000.0,80,27,65,76,56,50,30,47,59,60,76,50,71,52,RM ST 
16371,19,70.0,€200K,8000.0,89,45,64,66,51,47,42,41,59,55,90,65,71,43,LM ST 
16373,22,67.0,€170K,5000.0,58,60,57,62,58,47,25,33,56,58,55,63,70,46,ST 
16378,27,58.0,€120K,1000.0,56,33,53,60,63,47,30,34,59,58,63,57,77,45,ST 
16396,19,73.0,€200K,3000.0,68,26,57,57,58,49,49,56,53,62,66,55,73,55,ST CAM CF 
16403,19,70.0,€200K,1000.0,58,56,61,55,50,51,24,28,48,59,58,64,70,43,ST 
16407,30,56.0,€90K,3000.0,77,27,71,80,53,43,27,47,62,57,80,71,44,55,RM ST 
